DEPT,HVOL,AVOL,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDP4,HDP5,HDP6,HDPT,BIT
1094.8,0.132792,0.04511,41.439214,1979.904484,113.28334,0.305647,8.620881,0.079282,2.347117,3.063659,99.407752,-15.703621,1.195138,13.706987,15.55273,16.919352,18.797753,22.719993,25.779706,37.802289,8.5
1094.9,0.131261,0.043579,41.449894,1989.038753,107.983873,0.300672,8.592649,0.081188,2.343961,3.046585,99.792801,-16.368173,1.225695,9.996743,11.293522,12.250217,13.560864,16.283485,18.395933,26.785736,8.5
1095.0,0.129357,0.041676,41.428195,1990.765931,107.032038,0.29978,8.517634,0.089569,2.334413,3.025388,101.982227,-17.187682,1.218907,9.520682,10.730881,11.621983,12.84063,15.36517,17.31828,25.147249,8.5
1095.1,0.129029,0.041347,41.44937,1972.65625,109.957887,0.308546,8.488277,0.099359,2.327143,3.001878,104.338052,-17.67738,1.201786,10.665947,11.999854,12.980575,14.319956,17.088677,19.225909,27.852306,8.5
1095.2,0.129393,0.041711,41.465256,1976.399064,113.130318,0.323076,8.498555,0.102141,2.323935,2.970943,105.727434,-17.838201,1.198279,10.236339,11.480851,12.393501,13.637012,16.198153,18.167577,26.18196,8.5
1095.3,0.129765,0.042083,41.426087,1972.65625,115.846645,0.338439,8.511694,0.097263,2.321135,2.948669,105.838314,-17.904478,1.214037,9.970308,11.141264,11.997349,13.160551,15.545853,17.37169,24.882024,8.5
1095.4,0.130004,0.042323,41.479746,1972.65625,117.032065,0.346948,8.52181,0.090963,2.31702,2.92705,105.208512,-18.026245,1.244721,9.95587,11.080586,11.900144,13.010368,15.276307,17.002208,24.170043,8.5
1095.5,0.130025,0.042343,41.4871,1956.897195,118.673343,0.346994,8.5257,0.087093,2.313849,2.931327,104.838947,-18.159761,1.261737,10.409889,11.554719,12.387062,13.512309,15.801563,17.539366,24.799342,8.5
1095.6,0.129847,0.042165,41.501685,1952.37516,118.838996,0.34694,8.52121,0.087286,2.3147,2.958338,105.05342,-18.357104,1.260348,10.743619,11.927683,12.788699,13.952893,16.321967,18.120825,25.653426,8.5
1095.7,0.129654,0.041973,41.437633,1950.684733,116.509772,0.353331,8.513954,0.088568,2.315687,2.969562,105.705725,-18.418166,1.25239,10.134296,11.257296,12.074275,13.179374,15.429632,17.139419,24.292828,8.5
1095.8,0.129564,0.041883,41.437418,1948.989932,113.500953,0.361696,8.509438,0.087682,2.311993,2.989623,106.489197,-18.291353,1.245021,10.121438,11.242106,12.057334,13.159999,15.405083,17.110767,24.244273,8.5
1095.9,0.129593,0.041911,41.442135,1948.242188,109.875607,0.364465,8.509161,0.085862,2.305683,3.021258,107.121622,-18.208086,1.243137,10.17037,11.293577,12.110479,13.215196,15.463781,17.171587,24.315551,8.5
1096.0,0.129691,0.042009,41.442793,1948.242188,107.568763,0.360501,8.511954,0.083794,2.298854,3.047841,107.442479,-18.19676,1.235556,9.833398,10.925325,11.719838,12.794721,14.983997,16.647888,23.582871,8.5
1096.1,0.129804,0.042122,41.471435,1948.242188,106.284594,0.356256,8.515636,0.081126,2.292134,3.050999,107.469164,-18.25828,1.209588,9.328818,10.39803,11.178089,12.23597,14.398811,16.049169,22.871928,8.5
1096.2,0.129932,0.042251,41.447018,1954.262707,105.741829,0.356481,8.519551,0.078919,2.289622,3.013202,107.204967,-18.22098,1.180459,9.268766,10.383298,11.19983,12.311391,14.597583,16.353021,23.524511,8.5
1096.3,0.129973,0.042291,41.479775,1955.178496,107.453219,0.356818,8.523744,0.077416,2.293292,2.965236,106.782286,-18.483585,1.157146,9.594614,10.794202,11.676151,12.880617,15.370381,17.292229,25.051459,8.5
1096.4,0.129636,0.041954,41.42895,1953.125,110.047407,0.349801,8.519346,0.075814,2.299236,2.949171,106.389222,-18.623273,1.14137,9.860866,11.123619,12.054064,13.32732,15.967601,18.012376,26.203344,8.5
1096.5,0.128956,0.041274,41.528847,1964.219801,111.403555,0.335357,8.497399,0.074581,2.303674,2.962736,106.217073,-18.89987,1.149162,10.091862,11.393585,12.353399,13.667655,16.395614,18.510441,26.950361,8.5
1096.6,0.128496,0.040815,41.502015,1976.83415,109.747113,0.323618,8.477063,0.074768,2.307012,2.998795,106.221775,-19.140869,1.178067,9.482361,10.710848,11.617039,12.858342,15.436407,17.436279,25.404173,8.5
1096.7,0.128381,0.0407,41.486483,1968.288525,107.371467,0.319093,8.469885,0.075756,2.308151,3.023903,106.306323,-19.160044,1.206076,9.240521,10.44096,11.326692,12.540258,15.061646,17.018311,24.82135,8.5
1096.8,0.128488,0.040807,41.4593,1965.928626,108.43249,0.322848,8.471718,0.078299,2.311432,3.006452,106.327758,-19.194747,1.217655,9.703633,10.941688,11.853627,13.101179,15.686927,17.688472,25.716081,8.5
1096.9,0.128671,0.04099,41.46954,1966.23722,111.831507,0.331183,8.477463,0.080641,2.314337,2.979344,106.24468,-19.190558,1.216845,9.624122,10.812831,11.685807,12.876811,15.33483,17.229011,24.898162,8.5
1097.0,0.128824,0.041143,41.514935,1962.890625,115.800258,0.341858,8.483663,0.081974,2.313655,2.948793,106.126896,-19.148198,1.208876,9.670406,10.820818,11.662823,12.808055,15.160247,16.963741,24.337807,8.5
1097.1,0.128907,0.041226,41.472795,1962.890625,117.398158,0.351879,8.48668,0.084794,2.313883,2.930852,106.05886,-19.297046,1.199958,9.537755,10.648407,11.459798,12.561525,14.81836,16.543929,23.635093,8.5
1097.2,0.128975,0.041293,41.427159,1959.493475,114.414588,0.356918,8.48889,0.089833,2.318065,2.945219,106.052284,-19.664289,1.199348,9.93161,11.097399,11.949665,13.107625,15.482007,17.299347,24.754847,8.5
1097.3,0.129075,0.041393,41.42471,1962.686503,109.589678,0.356298,8.491409,0.096015,2.327842,2.969483,106.050642,-19.92659,1.203321,10.028159,11.24269,12.133043,13.34579,15.842326,17.761068,25.55856,8.5
1097.4,0.129205,0.041524,41.456647,1965.582709,106.641311,0.351342,8.495913,0.098552,2.336707,3.006595,105.968917,-20.187645,1.195,9.671049,10.905238,11.814378,13.058164,15.636325,17.632185,25.614281,8.5
