DEPT,TENS,CALI,BS,GR:1,GR:2,GR:3,PEFZ,RLA5,RLA0,RLA2,RXOZ,TNPH:1,RSOZ,RLA3,TNPH:2,RT,DT,RLA1,RXO,RLA4,NPHI,GR:4,RHOZ
42.672,,4.648,12.25,28.512,23.766,30.913,10.0,,,,0.033,1.282,0.304,,1.299,,,,,,0.779,25.456,2.014
42.824,,4.641,12.25,28.857,22.658,29.135,10.0,,,,0.033,1.137,0.305,,1.139,,,,,,0.828,20.746,2.011
42.977,,4.654,12.25,28.876,21.756,27.924,10.0,,,,0.034,1.55,0.308,,1.53,,,,,,0.778,22.347,2.007
43.129,,4.654,12.25,29.35,23.672,30.308,10.0,,,,0.034,1.231,0.309,,1.212,,,,,,0.752,22.579,2.004
43.282,,4.644,12.25,28.98,23.733,30.139,10.0,,,,0.034,1.037,0.308,,1.029,,,,,,0.694,26.15,2.004
43.434,,4.635,12.25,26.601,24.976,26.282,10.0,,,,0.034,0.823,0.305,,0.807,,,,,,0.668,22.578,2.007
43.586,,4.648,12.25,27.109,24.729,23.685,10.0,,,,0.034,0.809,0.304,,0.794,,,,,,0.673,26.398,2.007
43.739,,4.654,12.25,28.775,27.375,31.693,10.0,,,,0.034,0.844,0.31,,0.833,,,,,,0.649,25.425,2.006
43.891,,4.641,12.25,29.583,28.553,30.826,10.0,,,,0.034,0.74,0.317,,0.745,,,,,,0.715,30.436,2.001
44.044,,4.648,12.25,28.63,31.142,26.222,10.0,0.014,0.016,0.014,0.035,0.96,0.316,0.013,0.95,0.014,,0.016,0.014,0.013,0.746,30.086,1.998
44.196,,4.641,12.25,26.255,30.916,29.519,10.0,0.014,0.016,0.015,0.035,0.983,0.307,0.014,0.965,0.014,,0.017,0.014,0.013,0.775,33.187,1.996
44.348,,4.648,12.25,31.03,29.779,23.838,10.0,0.013,0.016,0.014,0.035,1.197,0.307,0.013,1.179,0.013,,0.016,0.013,0.013,0.743,29.606,1.996
44.501,,4.635,12.25,32.191,27.016,40.267,10.0,0.014,0.016,0.014,0.035,1.115,0.309,0.014,1.13,0.014,,0.016,0.014,0.013,0.702,26.886,1.997
44.653,,4.641,12.25,35.158,27.024,32.978,10.0,0.013,0.016,0.013,0.035,0.918,0.314,0.013,0.945,0.013,,0.015,0.013,0.012,0.715,24.749,1.999
44.806,,4.641,12.25,32.303,26.926,32.671,10.0,0.014,0.016,0.015,0.035,1.009,0.312,0.014,1.057,0.014,,0.017,0.014,0.013,0.77,29.542,2.003
44.958,,4.648,12.25,33.024,25.254,32.067,10.0,0.013,0.016,0.013,0.035,1.112,0.314,0.013,1.159,0.013,,0.015,0.013,0.012,0.815,26.266,2.004
45.11,,4.644,12.25,32.013,25.28,34.06,10.0,0.013,0.016,0.014,0.035,1.354,0.309,0.013,1.421,0.013,,0.015,0.013,0.012,0.879,20.214,2.003
45.263,,4.641,12.25,32.464,26.186,29.98,10.0,0.013,0.016,0.014,0.035,1.736,0.31,0.014,1.835,0.013,,0.016,0.013,0.013,0.831,29.905,1.999
45.415,,4.648,12.25,29.754,27.2,33.22,10.0,0.012,0.016,0.013,0.034,1.381,0.306,0.012,1.433,0.012,,0.014,0.012,0.011,0.802,28.872,2.001
45.568,,4.641,12.25,27.91,26.252,26.598,10.0,0.012,0.016,0.012,0.034,1.177,0.304,0.012,1.186,0.012,,0.014,0.012,0.011,0.713,22.951,2.038
45.72,,4.641,12.25,25.782,24.229,24.292,10.0,0.014,0.016,0.015,0.034,0.871,0.308,0.014,0.87,0.014,,0.017,0.014,0.013,0.714,26.962,2.119
45.872,,4.648,12.25,25.495,25.295,26.068,10.0,0.013,0.016,0.014,0.034,0.905,0.312,0.014,0.909,0.013,,0.017,0.013,0.013,0.716,22.926,2.189
46.025,,4.644,12.25,26.2,24.044,25.372,10.0,0.014,0.016,0.016,0.033,1.017,0.316,0.015,1.028,0.014,,0.018,0.014,0.014,0.723,26.192,2.24
46.177,,4.648,12.25,27.269,28.706,26.222,10.0,0.012,0.016,0.013,0.032,1.035,0.313,0.012,1.072,0.012,,0.014,0.012,0.011,0.729,23.32,2.199
46.33,,4.648,12.25,30.878,29.543,30.067,10.0,0.013,0.016,0.014,0.032,0.991,0.309,0.013,1.006,0.013,,0.016,0.013,0.012,0.72,36.393,2.163
46.482,,4.648,12.25,33.668,31.634,35.912,10.0,0.013,0.015,0.014,0.031,0.93,0.308,0.013,0.944,0.013,,0.016,0.013,0.012,0.756,28.636,2.111
46.634,,4.648,12.25,33.549,29.335,34.989,10.0,0.013,0.015,0.013,0.031,1.197,0.313,0.013,1.185,0.013,,0.015,0.013,0.012,0.762,29.596,2.11
46.787,,4.635,12.25,30.216,27.445,29.74,10.0,0.012,0.015,0.012,0.031,1.257,0.317,0.012,1.234,0.012,,0.014,0.012,0.011,0.774,29.99,2.116
46.939,,4.648,12.25,29.931,26.33,26.222,10.0,0.012,0.016,0.013,0.031,1.255,0.32,0.012,1.202,0.012,,0.015,0.012,0.012,0.735,22.93,2.125
47.092,,4.648,12.25,30.76,24.604,34.451,10.0,0.013,0.016,0.013,0.031,1.109,0.321,0.013,1.059,0.013,,0.015,0.013,0.012,0.739,25.964,2.128
47.244,,4.648,12.25,32.551,25.183,31.452,10.0,0.014,0.015,0.015,0.031,1.152,0.315,0.014,1.117,0.014,,0.017,0.014,0.013,0.733,24.964,2.122
47.396,,4.644,12.25,30.032,26.789,31.6,10.0,0.013,0.015,0.013,0.031,1.025,0.313,0.013,1.022,0.013,,0.015,0.013,0.012,0.77,25.009,2.115
47.549,,4.644,12.25,28.731,26.619,26.525,10.0,0.012,0.015,0.013,0.031,1.11,0.315,0.012,1.111,0.012,,0.015,0.012,0.011,0.734,31.078,2.116
47.701,,4.644,12.25,29.424,28.573,28.679,10.0,0.013,0.015,0.014,0.031,1.03,0.317,0.014,1.046,0.013,,0.017,0.013,0.013,0.765,24.374,2.121
47.854,,4.654,12.25,33.255,26.695,32.924,10.0,0.012,0.015,0.013,0.031,1.241,0.322,0.013,1.219,0.012,,0.015,0.012,0.012,0.76,30.561,2.119
48.006,,4.644,12.25,32.528,25.994,38.212,10.0,0.013,0.015,0.014,0.032,1.104,0.312,0.013,1.088,0.013,,0.016,0.013,0.012,0.796,25.054,2.106
48.158,,4.648,12.25,32.061,23.401,25.761,10.0,0.011,0.015,0.012,0.032,1.35,0.31,0.011,1.331,0.011,,0.013,0.011,0.01,0.824,22.251,2.093
48.311,,4.644,12.25,28.743,25.694,32.445,10.0,0.011,0.015,0.012,0.032,1.577,0.31,0.012,1.6,0.011,,0.014,0.011,0.011,0.838,22.758,2.081
48.463,,4.644,12.25,27.797,27.536,27.986,10.0,0.013,0.015,0.014,0.032,1.544,0.308,0.013,1.599,0.013,,0.016,0.013,0.012,0.837,32.411,2.07
48.616,,4.644,12.25,27.679,28.897,23.219,10.0,0.012,0.015,0.014,0.032,1.494,0.309,0.013,1.558,0.012,,0.015,0.012,0.012,0.839,28.015,2.057
48.768,,4.644,12.25,27.304,27.454,31.677,10.0,0.013,0.015,0.014,0.032,1.522,0.306,0.013,1.556,0.013,,0.016,0.013,0.012,0.813,27.006,2.051
48.92,,4.644,12.25,29.315,28.243,26.91,10.0,0.014,0.016,0.016,0.032,1.359,0.305,0.015,1.36,0.014,,0.018,0.014,0.014,0.783,27.747,2.051
49.073,,4.644,12.25,31.089,28.167,28.909,10.0,0.011,0.016,0.012,0.032,1.291,0.305,0.011,1.256,0.011,,0.013,0.011,0.01,0.687,29.818,2.059
49.225,,4.641,12.25,32.996,28.985,37.898,10.0,0.013,0.016,0.013,0.032,0.895,0.304,0.013,0.898,0.013,,0.015,0.013,0.012,0.71,26.424,2.065
49.378,,4.644,12.25,33.002,29.882,32.523,10.0,0.012,0.016,0.013,0.033,0.926,0.305,0.012,0.947,0.012,,0.015,0.012,0.012,0.766,30.021,2.067
49.53,,4.635,12.25,31.684,34.256,29.125,10.0,0.014,0.016,0.015,0.033,1.082,0.304,0.014,1.147,0.014,,0.017,0.014,0.013,0.796,32.792,2.066
49.682,,4.654,12.25,33.492,32.392,32.54,10.0,0.012,0.016,0.013,0.033,1.349,0.303,0.012,1.389,0.012,,0.015,0.012,0.012,0.727,39.875,2.064
49.835,,4.644,12.25,36.205,30.836,38.365,10.0,0.013,0.016,0.015,0.033,0.972,0.303,0.014,0.977,0.013,,0.017,0.013,0.013,0.64,24.829,2.061
49.987,,4.641,12.25,36.79,27.138,37.283,10.0,0.012,0.015,0.013,0.033,0.745,0.305,0.012,0.741,0.012,,0.015,0.012,0.011,0.628,27.971,2.059
50.14,,4.635,12.25,35.832,28.643,35.272,10.0,0.012,0.016,0.012,0.033,0.718,0.307,0.011,0.721,0.012,,0.014,0.012,0.011,0.652,28.651,2.054
50.292,,4.654,12.25,34.794,29.081,34.924,10.0,0.011,0.016,0.012,0.032,0.767,0.308,0.011,0.775,0.011,,0.013,0.011,0.011,0.697,29.247,2.051
50.444,,4.644,12.25,35.013,30.722,33.753,10.0,0.013,0.015,0.014,0.032,0.856,0.307,0.013,0.832,0.013,,0.016,0.013,0.012,0.758,29.427,2.053
50.597,,4.635,12.25,34.995,29.082,35.81,10.0,0.013,0.015,0.015,0.032,0.982,0.309,0.014,0.964,0.013,,0.017,0.013,0.013,0.841,33.65,2.053
50.749,,4.644,12.25,33.982,27.538,34.829,10.0,0.013,0.016,0.014,0.032,1.534,0.305,0.013,1.491,0.013,,0.016,0.013,0.012,0.795,24.194,2.044
50.902,,4.654,12.25,33.534,25.741,31.155,10.0,0.013,0.015,0.014,0.032,1.337,0.307,0.013,1.356,0.013,,0.016,0.013,0.012,0.72,24.694,2.025
51.054,,4.644,12.25,32.57,25.789,34.445,10.0,0.012,0.015,0.012,0.032,0.961,0.305,0.012,0.933,0.012,,0.014,0.012,0.011,0.721,28.238,2.009
51.206,,4.644,12.25,33.625,29.125,32.138,10.0,0.013,0.015,0.014,0.032,0.915,0.303,0.013,0.896,0.013,,0.016,0.013,0.013,0.74,24.029,2.007
51.359,,4.644,12.25,31.677,28.245,34.137,10.0,0.012,0.015,0.013,0.032,0.984,0.303,0.012,0.96,0.012,,0.015,0.012,0.011,0.751,34.762,2.013
51.511,,4.644,12.25,32.061,28.882,28.601,10.0,0.012,0.015,0.013,0.032,1.037,0.302,0.012,1.045,0.012,,0.015,0.012,0.011,0.714,25.711,2.028
51.664,,4.644,12.25,30.27,27.502,33.368,10.0,0.012,0.015,0.013,0.032,1.002,0.309,0.012,0.989,0.012,,0.015,0.012,0.011,0.773,26.286,2.044
51.816,,4.654,12.25,30.869,27.836,28.411,10.0,0.012,0.015,0.013,0.031,1.224,0.308,0.013,1.205,0.012,,0.015,0.012,0.012,0.744,30.848,2.062
51.968,,4.648,12.25,29.192,27.518,30.137,10.0,0.012,0.015,0.013,0.031,1.047,0.311,0.012,1.038,0.012,,0.014,0.012,0.011,0.775,26.164,2.072
52.121,,4.644,12.25,29.85,26.42,28.448,10.0,0.013,0.015,0.015,0.031,1.185,0.309,0.014,1.184,0.013,,0.016,0.013,0.013,0.763,25.432,2.074
52.273,,4.644,12.25,29.326,25.331,30.754,10.0,0.012,0.015,0.013,0.031,1.099,0.307,0.012,1.12,0.012,,0.015,0.012,0.012,0.782,26.993,2.07
52.426,,4.654,12.25,31.104,26.831,28.792,10.0,0.012,0.015,0.013,0.032,1.269,0.306,0.012,1.27,0.012,,0.015,0.012,0.011,0.831,24.416,2.066
52.578,,4.635,12.25,31.414,27.48,34.499,10.0,0.012,0.015,0.013,0.032,1.418,0.306,0.012,1.414,0.012,,0.015,0.012,0.011,0.812,29.823,2.061
52.73,,4.654,12.25,32.752,31.146,31.811,10.0,0.012,0.015,0.013,0.032,1.46,0.31,0.012,1.431,0.012,,0.015,0.012,0.011,0.821,29.478,2.053
52.883,,4.644,12.25,31.072,32.564,35.3,10.0,0.013,0.015,0.014,0.031,1.483,0.31,0.013,1.497,0.013,,0.016,0.013,0.012,0.705,34.2,2.047
53.035,,4.644,12.25,30.474,31.696,28.704,10.0,0.011,0.015,0.011,0.031,0.991,0.308,0.011,0.996,0.011,56.813,0.013,0.011,0.01,0.742,33.447,2.045
53.188,,4.644,12.25,31.724,28.43,29.728,10.0,0.013,0.015,0.014,0.031,1.088,0.312,0.013,1.096,0.013,56.818,0.016,0.013,0.012,0.704,26.693,2.047
53.34,,4.648,12.25,33.682,28.845,36.783,10.0,0.012,0.015,0.013,0.031,0.876,0.31,0.012,0.872,0.012,56.584,0.015,0.012,0.011,0.675,24.262,2.05
53.492,,4.644,12.25,32.446,30.117,35.624,10.0,0.012,0.015,0.013,0.031,0.777,0.314,0.012,0.77,0.012,56.311,0.014,0.012,0.011,0.629,35.491,2.054
53.645,,4.644,12.25,32.6,31.676,26.013,10.0,0.012,0.015,0.014,0.031,0.65,0.315,0.013,0.649,0.012,55.955,0.016,0.012,0.012,0.662,30.376,2.055
53.797,,4.648,12.25,32.451,28.474,36.912,10.0,0.011,0.015,0.012,0.031,0.763,0.312,0.012,0.764,0.011,55.991,0.014,0.011,0.011,0.711,29.089,2.05
53.95,,4.644,12.25,35.213,26.875,33.445,10.0,0.01,0.015,0.012,0.031,0.893,0.314,0.011,0.907,0.01,55.857,0.013,0.01,0.01,0.735,25.707,2.045
54.102,,4.644,12.25,34.291,26.005,35.111,10.0,0.011,0.015,0.012,0.03,1.017,0.312,0.012,1.058,0.011,55.917,0.014,0.011,0.011,0.73,26.339,2.042
54.254,,4.654,12.25,33.693,26.891,34.488,10.0,0.012,0.015,0.013,0.03,0.989,0.311,0.012,1.026,0.012,55.994,0.015,0.012,0.011,0.713,25.632,2.045
54.407,,4.635,12.25,31.968,25.991,32.66,10.0,0.011,0.015,0.012,0.03,0.902,0.308,0.012,0.93,0.011,56.04,0.014,0.011,0.011,0.703,28.784,2.054
54.559,,4.635,12.25,31.814,24.933,28.817,10.0,0.01,0.015,0.011,0.03,1.049,0.307,0.011,0.941,0.01,56.003,0.013,0.01,0.01,0.701,23.335,2.067
54.712,,4.644,12.25,30.754,21.231,34.47,10.0,0.011,0.015,0.012,0.03,1.113,0.311,0.011,0.989,0.011,56.015,0.013,0.011,0.01,0.706,23.445,2.082
54.864,,4.641,12.25,32.748,21.351,29.339,10.0,0.011,0.015,0.013,0.03,1.075,0.309,0.012,0.949,0.011,56.36,0.015,0.011,0.011,0.76,17.27,2.089
55.016,,4.644,12.25,33.061,21.76,34.342,10.0,0.012,0.014,0.013,0.03,1.123,0.309,0.012,1.133,0.012,56.189,0.015,0.012,0.011,0.821,23.501,2.094
55.169,,4.654,12.25,35.351,24.638,34.616,10.0,0.011,0.014,0.012,0.03,1.284,0.312,0.011,1.303,0.011,56.337,0.013,0.011,0.01,0.799,24.6,2.096
55.321,,4.644,12.25,36.563,23.877,35.88,10.0,0.012,0.014,0.014,0.03,1.112,0.311,0.013,1.169,0.012,56.392,0.016,0.012,0.012,0.783,25.812,2.091
55.474,,4.644,12.25,36.409,22.812,39.468,10.0,0.011,0.014,0.013,0.03,1.304,0.309,0.012,1.331,0.011,56.174,0.015,0.011,0.011,0.8,21.313,2.082
55.626,,4.644,12.25,34.906,23.498,34.214,10.0,0.01,0.014,0.011,0.03,1.27,0.309,0.011,1.295,0.01,56.247,0.013,0.01,0.01,0.822,21.742,2.084
55.778,,4.644,12.25,32.292,24.097,30.113,10.0,0.01,0.014,0.01,0.03,1.432,0.313,0.01,1.424,0.01,56.044,0.011,0.01,0.009,0.795,27.76,2.093
55.931,1535.824,4.641,12.25,31.21,26.117,31.133,10.0,0.011,0.014,0.012,0.03,1.349,0.318,0.012,1.356,0.011,63.514,0.014,0.011,0.011,0.745,23.336,2.107
56.083,1544.118,4.641,12.25,28.597,24.721,31.133,10.0,0.011,0.014,0.012,0.03,1.186,0.317,0.011,1.147,0.011,62.875,0.014,0.011,0.01,0.724,27.469,2.112
56.236,1550.53,4.644,12.25,28.601,26.719,24.859,10.0,0.011,0.014,0.012,0.03,0.94,0.315,0.011,0.953,0.011,65.081,0.014,0.011,0.01,0.697,23.807,2.12
56.388,1542.688,4.644,12.25,29.234,30.953,30.242,10.0,0.011,0.014,0.013,0.03,0.83,0.311,0.012,0.84,0.011,56.558,0.015,0.011,0.011,0.733,28.373,2.127
56.54,1551.882,4.648,12.25,32.622,30.116,32.81,10.0,0.011,0.014,0.012,0.03,0.985,0.311,0.011,1.011,0.011,56.517,0.014,0.011,0.01,0.785,40.1,2.124
56.693,1549.118,4.648,12.25,32.007,28.239,33.195,10.0,0.011,0.014,0.012,0.03,1.296,0.311,0.011,1.22,0.011,56.625,0.013,0.011,0.01,0.81,20.875,2.123
56.845,1549.823,4.648,12.25,31.836,25.478,28.837,10.0,0.011,0.014,0.012,0.03,1.608,0.31,0.011,1.468,0.011,56.272,0.014,0.011,0.01,0.857,23.92,2.14
56.998,1550.625,4.654,12.25,32.462,26.823,32.693,10.0,0.012,0.014,0.013,0.03,1.647,0.319,0.012,1.551,0.012,57.991,0.015,0.012,0.011,0.857,31.928,2.178
57.15,1550.824,4.644,12.25,31.984,27.683,35.496,10.0,0.011,0.014,0.012,0.031,1.489,0.32,0.012,1.512,0.011,73.603,0.014,0.011,0.011,0.797,25.429,2.23
57.302,1539.938,4.648,12.25,31.221,28.032,27.428,10.0,0.012,0.015,0.013,0.031,1.267,0.319,0.012,1.312,0.012,59.317,0.015,0.012,0.011,0.732,26.236,2.247
57.455,1544.47,4.641,12.25,28.768,29.817,29.084,10.0,0.011,0.014,0.012,0.031,1.133,0.311,0.011,1.167,0.011,66.74,0.014,0.011,0.01,0.735,32.434,2.213
57.607,1546.118,4.648,12.25,31.084,31.611,28.196,10.0,0.011,0.015,0.013,0.03,1.133,0.308,0.012,1.115,0.011,67.256,0.014,0.011,0.011,0.763,30.543,2.147
57.76,1542.53,4.641,12.25,32.457,31.375,34.208,10.0,0.011,0.015,0.012,0.03,1.114,0.308,0.011,1.102,0.011,56.269,0.013,0.011,0.01,0.759,31.698,2.091
57.912,1540.059,4.641,12.25,35.361,32.102,34.08,10.0,0.011,0.014,0.013,0.03,1.077,0.31,0.012,1.036,0.011,62.98,0.015,0.011,0.011,0.7,31.87,2.079
58.064,1542.706,4.644,12.25,35.982,31.454,36.521,10.0,0.012,0.014,0.013,0.03,0.84,0.314,0.012,0.819,0.012,56.381,0.015,0.012,0.011,0.699,32.718,2.086
58.217,1541.882,4.635,12.25,35.964,30.221,37.655,10.0,0.011,0.014,0.013,0.03,0.905,0.316,0.012,0.901,0.011,56.789,0.015,0.011,0.011,0.688,29.073,2.097
58.369,1544.765,4.648,12.25,36.845,27.131,34.99,10.0,0.01,0.014,0.012,0.03,0.848,0.315,0.011,0.886,0.01,64.111,0.013,0.01,0.01,0.681,28.7,2.099
58.522,1547.0,4.643,12.25,33.06,25.843,39.466,10.0,0.011,0.014,0.012,0.03,0.755,0.314,0.012,0.795,0.011,66.025,0.014,0.011,0.011,0.808,23.022,2.098
58.674,1549.5,4.644,12.25,33.985,26.001,24.988,10.0,0.01,0.014,0.011,0.03,1.103,0.312,0.01,1.153,0.01,63.256,0.012,0.01,0.009,0.823,25.729,2.092
58.826,1559.353,4.654,12.25,30.84,27.512,36.923,10.0,0.012,0.015,0.013,0.03,1.242,0.311,0.012,1.24,0.012,58.064,0.015,0.012,0.011,0.855,29.099,2.085
58.979,1562.0,4.654,12.25,31.693,28.099,29.232,10.0,0.011,0.015,0.013,0.03,1.651,0.311,0.012,1.612,0.011,57.521,0.014,0.011,0.011,0.831,27.669,2.08
59.131,1541.059,4.644,12.25,30.908,28.022,28.831,10.0,0.011,0.014,0.013,0.03,1.636,0.313,0.012,1.559,0.011,57.798,0.014,0.011,0.011,0.812,27.474,2.077
59.284,1540.882,4.654,12.25,34.001,27.909,34.36,10.0,0.012,0.015,0.013,0.03,1.446,0.309,0.012,1.391,0.012,57.449,0.015,0.012,0.011,0.807,28.805,2.068
59.436,1552.941,4.644,12.25,34.598,25.683,38.315,10.0,0.011,0.015,0.013,0.03,1.395,0.308,0.012,1.369,0.011,57.045,0.014,0.011,0.011,0.741,27.651,2.051
59.588,1545.111,4.644,12.25,34.598,22.573,29.6,10.0,0.011,0.015,0.012,0.03,1.186,0.306,0.011,1.196,0.011,56.557,0.014,0.011,0.011,0.722,20.411,2.038
59.741,1553.0,4.635,12.25,31.968,23.678,34.965,10.0,0.011,0.015,0.013,0.031,1.012,0.311,0.012,1.021,0.011,56.1,0.015,0.011,0.011,0.739,19.431,2.03
59.893,1548.47,4.654,12.25,33.454,27.664,31.539,10.0,0.011,0.015,0.012,0.031,0.977,0.313,0.011,0.985,0.011,56.088,0.013,0.011,0.01,0.692,30.501,2.027
60.046,1551.53,4.654,12.25,31.3,31.364,34.36,10.0,0.012,0.014,0.013,0.031,0.834,0.311,0.013,0.841,0.012,55.905,0.015,0.012,0.012,0.706,32.568,2.021
60.198,1559.059,4.644,12.25,32.821,30.103,28.319,10.0,0.012,0.014,0.014,0.03,0.882,0.306,0.013,0.906,0.012,55.942,0.016,0.012,0.012,0.712,30.556,2.012
60.35,1552.0,4.654,12.25,33.385,28.937,35.898,10.0,0.012,0.014,0.013,0.03,0.862,0.304,0.012,0.897,0.012,56.093,0.015,0.012,0.011,0.699,26.788,2.015
60.503,1544.765,4.644,12.25,38.135,29.365,36.136,10.0,0.01,0.015,0.011,0.03,0.879,0.304,0.01,0.903,0.01,55.953,0.013,0.01,0.01,0.694,29.345,2.026
60.655,1557.0,4.644,12.25,39.212,33.859,42.8,10.0,0.011,0.015,0.012,0.03,0.932,0.308,0.011,0.938,0.011,56.092,0.013,0.011,0.01,0.677,31.972,2.039
60.808,1548.875,4.654,12.25,39.232,36.62,38.719,10.0,0.011,0.014,0.013,0.031,0.805,0.315,0.012,0.823,0.011,55.767,0.014,0.011,0.011,0.754,40.321,2.044
60.96,1557.235,4.644,12.25,37.367,38.095,36.905,10.0,0.011,0.014,0.012,0.031,1.029,0.318,0.011,1.053,0.011,55.636,0.013,0.011,0.01,0.721,37.473,2.034
61.112,1547.0,4.654,12.25,36.155,33.588,36.924,10.0,0.012,0.015,0.013,0.031,0.861,0.31,0.012,0.888,0.012,55.715,0.015,0.012,0.011,0.671,36.786,2.022
61.265,1540.75,4.654,12.25,36.924,31.708,35.642,10.0,0.011,0.015,0.012,0.031,0.773,0.306,0.011,0.77,0.011,55.893,0.014,0.011,0.011,0.589,27.04,2.01
61.417,1553.706,4.654,12.25,35.693,30.033,38.206,10.0,0.011,0.015,0.012,0.031,0.621,0.301,0.011,0.623,0.011,55.912,0.014,0.011,0.01,0.597,31.747,2.006
61.57,1538.0,4.654,12.25,36.463,33.064,33.077,10.0,0.012,0.015,0.014,0.03,0.652,0.301,0.013,0.632,0.012,55.858,0.016,0.012,0.012,0.659,31.767,2.006
61.722,1545.647,4.644,12.25,37.059,34.637,37.93,10.0,0.011,0.015,0.012,0.03,0.754,0.303,0.012,0.734,0.011,55.819,0.014,0.011,0.011,0.711,36.467,2.003
61.874,1553.353,4.644,12.25,39.827,33.236,39.852,10.0,0.011,0.015,0.013,0.03,0.965,0.305,0.012,0.92,0.011,55.816,0.015,0.011,0.011,0.685,36.303,2.007
62.027,1551.938,4.644,12.25,37.828,32.916,41.519,10.0,0.011,0.014,0.012,0.03,0.885,0.304,0.011,0.887,0.011,55.958,0.014,0.011,0.01,0.651,27.287,2.01
62.179,1558.437,4.635,12.25,38.116,32.252,32.148,10.0,0.011,0.014,0.013,0.03,0.726,0.306,0.012,0.741,0.011,55.915,0.015,0.011,0.011,0.572,34.968,2.014
62.332,1558.353,4.635,12.25,36.118,34.466,41.113,10.0,0.011,0.014,0.012,0.03,0.569,0.305,0.011,0.571,0.011,56.051,0.014,0.011,0.01,0.622,34.618,2.01
62.484,1555.353,4.635,12.25,37.808,33.716,34.837,10.0,0.011,0.014,0.012,0.03,0.655,0.305,0.011,0.648,0.011,56.121,0.014,0.011,0.011,0.706,33.562,2.009
62.636,1567.562,4.635,12.25,35.503,32.572,36.118,10.0,0.011,0.014,0.013,0.03,0.916,0.305,0.012,0.868,0.011,56.088,0.015,0.011,0.011,0.825,33.04,2.01
62.789,1558.941,4.644,12.25,36.905,33.141,33.573,10.0,0.011,0.014,0.013,0.03,1.469,0.309,0.012,1.391,0.011,56.168,0.014,0.011,0.011,0.939,31.083,2.016
62.941,1538.0,4.644,12.25,37.981,32.959,39.34,10.0,0.011,0.014,0.013,0.03,2.374,0.311,0.012,2.271,0.011,55.837,0.015,0.011,0.011,0.913,35.063,2.027
63.094,1563.353,4.635,12.25,39.038,36.427,40.6,10.0,0.01,0.014,0.011,0.03,2.164,0.313,0.01,2.146,0.01,55.592,0.012,0.01,0.009,0.844,32.689,2.044
63.246,1559.125,4.644,12.25,39.673,35.632,37.674,10.0,0.01,0.014,0.012,0.03,1.511,0.314,0.011,1.491,0.01,55.427,0.013,0.01,0.01,0.697,42.027,2.063
63.398,1555.882,4.654,12.25,36.308,33.502,41.539,10.0,0.01,0.014,0.012,0.03,0.849,0.316,0.011,0.845,0.01,55.602,0.013,0.01,0.01,0.678,33.019,2.077
63.551,1563.063,4.654,12.25,35.847,31.718,30.0,10.0,0.011,0.014,0.012,0.03,0.863,0.318,0.011,0.859,0.011,55.618,0.014,0.011,0.01,0.78,25.668,2.086
63.703,1546.875,4.654,12.25,35.539,29.723,37.308,10.0,0.011,0.014,0.012,0.03,1.194,0.32,0.012,1.205,0.011,55.768,0.014,0.011,0.011,0.806,36.227,2.092
63.856,1566.938,4.644,12.25,38.289,32.422,39.853,10.0,0.011,0.014,0.013,0.03,1.415,0.323,0.012,1.436,0.011,55.717,0.015,0.011,0.011,0.764,27.015,2.099
64.008,1558.0,4.644,12.25,36.136,28.212,38.571,10.0,0.01,0.014,0.011,0.03,1.244,0.323,0.01,1.183,0.01,55.872,0.013,0.01,0.009,0.686,34.466,2.103
64.16,1550.733,4.654,12.25,34.411,27.609,29.616,10.0,0.011,0.014,0.012,0.03,0.937,0.323,0.011,0.892,0.011,55.996,0.014,0.011,0.01,0.666,22.917,2.108
64.313,1564.313,4.635,12.25,30.841,29.507,35.349,10.0,0.011,0.014,0.012,0.03,0.772,0.326,0.011,0.747,0.011,56.711,0.014,0.011,0.01,0.734,26.179,2.11
64.465,1552.143,4.635,12.25,31.148,31.5,26.768,10.0,0.01,0.014,0.012,0.03,0.907,0.326,0.011,0.903,0.01,57.094,0.013,0.01,0.01,0.749,39.621,2.112
64.618,1549.077,4.635,12.25,30.738,33.591,31.123,10.0,0.01,0.014,0.011,0.03,1.063,0.328,0.01,1.048,0.01,57.365,0.012,0.01,0.009,0.778,29.282,2.118
64.77,1561.923,4.635,12.25,35.042,28.416,33.812,10.0,0.011,0.014,0.013,0.03,1.213,0.326,0.012,1.229,0.011,57.109,0.015,0.011,0.011,0.728,31.409,2.122
64.922,1567.692,4.635,12.25,35.657,28.791,40.985,10.0,0.011,0.014,0.012,0.03,1.021,0.329,0.011,1.06,0.011,56.948,0.014,0.011,0.01,0.747,24.656,2.125
65.075,1569.0,4.654,12.25,34.223,28.407,32.052,10.0,0.011,0.014,0.013,0.03,1.021,0.327,0.012,1.085,0.011,56.649,0.014,0.011,0.011,0.822,30.684,2.122
65.227,1559.917,4.635,12.25,31.002,29.158,29.714,10.0,0.01,0.014,0.012,0.03,1.302,0.325,0.011,1.327,0.01,56.553,0.013,0.01,0.01,0.934,29.938,2.116
65.38,1561.616,4.635,12.25,32.881,27.39,30.61,10.0,0.01,0.014,0.011,0.03,2.092,0.322,0.01,2.123,0.01,56.577,0.013,0.01,0.01,0.931,27.02,2.113
65.532,1561.846,4.644,12.25,33.291,27.776,37.93,10.0,0.01,0.014,0.012,0.03,2.514,0.322,0.011,2.432,0.01,56.203,0.013,0.01,0.01,0.975,25.394,2.112
